,rebalancing_date,week_start,week_end
0,2018-01-01,2018-01-01,2018-01-05
1,2018-01-02,2018-01-01,2018-01-05
2,2018-01-03,2018-01-01,2018-01-05
3,2018-01-04,2018-01-01,2018-01-05
4,2018-01-05,2018-01-01,2018-01-05
5,2018-01-08,2018-01-08,2018-01-12
6,2018-01-09,2018-01-08,2018-01-12
7,2018-01-10,2018-01-08,2018-01-12
8,2018-01-11,2018-01-08,2018-01-12
9,2018-01-12,2018-01-08,2018-01-12
10,2018-01-15,2018-01-15,2018-01-19
11,2018-01-16,2018-01-15,2018-01-19
12,2018-01-17,2018-01-15,2018-01-19
13,2018-01-18,2018-01-15,2018-01-19
14,2018-01-19,2018-01-15,2018-01-19
15,2018-01-22,2018-01-22,2018-01-25
16,2018-01-23,2018-01-22,2018-01-25
17,2018-01-24,2018-01-22,2018-01-25
18,2018-01-25,2018-01-22,2018-01-25
19,2018-01-29,2018-01-29,2018-02-02
20,2018-01-30,2018-01-29,2018-02-02
21,2018-01-31,2018-01-29,2018-02-02
22,2018-02-01,2018-01-29,2018-02-02
23,2018-02-02,2018-01-29,2018-02-02
24,2018-02-05,2018-02-05,2018-02-09
25,2018-02-06,2018-02-05,2018-02-09
26,2018-02-07,2018-02-05,2018-02-09
27,2018-02-08,2018-02-05,2018-02-09
28,2018-02-09,2018-02-05,2018-02-09
29,2018-02-12,2018-02-12,2018-02-16
30,2018-02-14,2018-02-12,2018-02-16
31,2018-02-15,2018-02-12,2018-02-16
32,2018-02-16,2018-02-12,2018-02-16
33,2018-02-19,2018-02-19,2018-02-23
34,2018-02-20,2018-02-19,2018-02-23
35,2018-02-21,2018-02-19,2018-02-23
36,2018-02-22,2018-02-19,2018-02-23
37,2018-02-23,2018-02-19,2018-02-23
38,2018-02-26,2018-02-26,2018-03-01
39,2018-02-27,2018-02-26,2018-03-01
40,2018-02-28,2018-02-26,2018-03-01
41,2018-03-01,2018-02-26,2018-03-01
42,2018-03-05,2018-03-05,2018-03-09
43,2018-03-06,2018-03-05,2018-03-09
44,2018-03-07,2018-03-05,2018-03-09
45,2018-03-08,2018-03-05,2018-03-09
46,2018-03-09,2018-03-05,2018-03-09
47,2018-03-12,2018-03-12,2018-03-16
48,2018-03-13,2018-03-12,2018-03-16
49,2018-03-14,2018-03-12,2018-03-16
50,2018-03-15,2018-03-12,2018-03-16
51,2018-03-16,2018-03-12,2018-03-16
52,2018-03-19,2018-03-19,2018-03-23
53,2018-03-20,2018-03-19,2018-03-23
54,2018-03-21,2018-03-19,2018-03-23
55,2018-03-22,2018-03-19,2018-03-23
56,2018-03-23,2018-03-19,2018-03-23
57,2018-03-26,2018-03-26,2018-03-28
58,2018-03-27,2018-03-26,2018-03-28
59,2018-03-28,2018-03-26,2018-03-28
60,2018-04-02,2018-04-02,2018-04-06
61,2018-04-03,2018-04-02,2018-04-06
62,2018-04-04,2018-04-02,2018-04-06
63,2018-04-05,2018-04-02,2018-04-06
64,2018-04-06,2018-04-02,2018-04-06
65,2018-04-09,2018-04-09,2018-04-13
66,2018-04-10,2018-04-09,2018-04-13
67,2018-04-11,2018-04-09,2018-04-13
68,2018-04-12,2018-04-09,2018-04-13
69,2018-04-13,2018-04-09,2018-04-13
70,2018-04-16,2018-04-16,2018-04-20
71,2018-04-17,2018-04-16,2018-04-20
72,2018-04-18,2018-04-16,2018-04-20
73,2018-04-19,2018-04-16,2018-04-20
74,2018-04-20,2018-04-16,2018-04-20
75,2018-04-23,2018-04-23,2018-04-27
76,2018-04-24,2018-04-23,2018-04-27
77,2018-04-25,2018-04-23,2018-04-27
78,2018-04-26,2018-04-23,2018-04-27
79,2018-04-27,2018-04-23,2018-04-27
80,2018-04-30,2018-04-30,2018-05-04
81,2018-05-02,2018-04-30,2018-05-04
82,2018-05-03,2018-04-30,2018-05-04
83,2018-05-04,2018-04-30,2018-05-04
84,2018-05-07,2018-05-07,2018-05-11
85,2018-05-08,2018-05-07,2018-05-11
86,2018-05-09,2018-05-07,2018-05-11
87,2018-05-10,2018-05-07,2018-05-11
88,2018-05-11,2018-05-07,2018-05-11
89,2018-05-14,2018-05-14,2018-05-18
90,2018-05-15,2018-05-14,2018-05-18
91,2018-05-16,2018-05-14,2018-05-18
92,2018-05-17,2018-05-14,2018-05-18
93,2018-05-18,2018-05-14,2018-05-18
94,2018-05-21,2018-05-21,2018-05-25
95,2018-05-22,2018-05-21,2018-05-25
96,2018-05-23,2018-05-21,2018-05-25
97,2018-05-24,2018-05-21,2018-05-25
98,2018-05-25,2018-05-21,2018-05-25
99,2018-05-28,2018-05-28,2018-06-01
100,2018-05-29,2018-05-28,2018-06-01
101,2018-05-30,2018-05-28,2018-06-01
102,2018-05-31,2018-05-28,2018-06-01
103,2018-06-01,2018-05-28,2018-06-01
104,2018-06-04,2018-06-04,2018-06-08
105,2018-06-05,2018-06-04,2018-06-08
106,2018-06-06,2018-06-04,2018-06-08
107,2018-06-07,2018-06-04,2018-06-08
108,2018-06-08,2018-06-04,2018-06-08
109,2018-06-11,2018-06-11,2018-06-15
110,2018-06-12,2018-06-11,2018-06-15
111,2018-06-13,2018-06-11,2018-06-15
112,2018-06-14,2018-06-11,2018-06-15
113,2018-06-15,2018-06-11,2018-06-15
114,2018-06-18,2018-06-18,2018-06-22
115,2018-06-19,2018-06-18,2018-06-22
116,2018-06-20,2018-06-18,2018-06-22
117,2018-06-21,2018-06-18,2018-06-22
118,2018-06-22,2018-06-18,2018-06-22
119,2018-06-25,2018-06-25,2018-06-29
120,2018-06-26,2018-06-25,2018-06-29
121,2018-06-27,2018-06-25,2018-06-29
122,2018-06-28,2018-06-25,2018-06-29
123,2018-06-29,2018-06-25,2018-06-29
124,2018-07-02,2018-07-02,2018-07-06
125,2018-07-03,2018-07-02,2018-07-06
126,2018-07-04,2018-07-02,2018-07-06
127,2018-07-05,2018-07-02,2018-07-06
128,2018-07-06,2018-07-02,2018-07-06
129,2018-07-09,2018-07-09,2018-07-13
130,2018-07-10,2018-07-09,2018-07-13
131,2018-07-11,2018-07-09,2018-07-13
132,2018-07-12,2018-07-09,2018-07-13
133,2018-07-13,2018-07-09,2018-07-13
134,2018-07-16,2018-07-16,2018-07-20
135,2018-07-17,2018-07-16,2018-07-20
136,2018-07-18,2018-07-16,2018-07-20
137,2018-07-19,2018-07-16,2018-07-20
138,2018-07-20,2018-07-16,2018-07-20
139,2018-07-23,2018-07-23,2018-07-27
140,2018-07-24,2018-07-23,2018-07-27
141,2018-07-25,2018-07-23,2018-07-27
142,2018-07-26,2018-07-23,2018-07-27
143,2018-07-27,2018-07-23,2018-07-27
144,2018-07-30,2018-07-30,2018-08-03
145,2018-07-31,2018-07-30,2018-08-03
146,2018-08-01,2018-07-30,2018-08-03
147,2018-08-02,2018-07-30,2018-08-03
148,2018-08-03,2018-07-30,2018-08-03
149,2018-08-06,2018-08-06,2018-08-10
150,2018-08-07,2018-08-06,2018-08-10
151,2018-08-08,2018-08-06,2018-08-10
152,2018-08-09,2018-08-06,2018-08-10
153,2018-08-10,2018-08-06,2018-08-10
154,2018-08-13,2018-08-13,2018-08-17
155,2018-08-14,2018-08-13,2018-08-17
156,2018-08-16,2018-08-13,2018-08-17
157,2018-08-17,2018-08-13,2018-08-17
158,2018-08-20,2018-08-20,2018-08-24
159,2018-08-21,2018-08-20,2018-08-24
160,2018-08-23,2018-08-20,2018-08-24
161,2018-08-24,2018-08-20,2018-08-24
162,2018-08-27,2018-08-27,2018-08-31
163,2018-08-28,2018-08-27,2018-08-31
164,2018-08-29,2018-08-27,2018-08-31
165,2018-08-30,2018-08-27,2018-08-31
166,2018-08-31,2018-08-27,2018-08-31
167,2018-09-03,2018-09-03,2018-09-07
168,2018-09-04,2018-09-03,2018-09-07
169,2018-09-05,2018-09-03,2018-09-07
170,2018-09-06,2018-09-03,2018-09-07
171,2018-09-07,2018-09-03,2018-09-07
172,2018-09-10,2018-09-10,2018-09-14
173,2018-09-11,2018-09-10,2018-09-14
174,2018-09-12,2018-09-10,2018-09-14
175,2018-09-14,2018-09-10,2018-09-14
176,2018-09-17,2018-09-17,2018-09-21
177,2018-09-18,2018-09-17,2018-09-21
178,2018-09-19,2018-09-17,2018-09-21
179,2018-09-21,2018-09-17,2018-09-21
180,2018-09-24,2018-09-24,2018-09-28
181,2018-09-25,2018-09-24,2018-09-28
182,2018-09-26,2018-09-24,2018-09-28
183,2018-09-27,2018-09-24,2018-09-28
184,2018-09-28,2018-09-24,2018-09-28
185,2018-10-01,2018-10-01,2018-10-05
186,2018-10-03,2018-10-01,2018-10-05
187,2018-10-04,2018-10-01,2018-10-05
188,2018-10-05,2018-10-01,2018-10-05
189,2018-10-08,2018-10-08,2018-10-12
190,2018-10-09,2018-10-08,2018-10-12
191,2018-10-10,2018-10-08,2018-10-12
192,2018-10-11,2018-10-08,2018-10-12
193,2018-10-12,2018-10-08,2018-10-12
194,2018-10-15,2018-10-15,2018-10-19
195,2018-10-16,2018-10-15,2018-10-19
196,2018-10-17,2018-10-15,2018-10-19
197,2018-10-19,2018-10-15,2018-10-19
198,2018-10-22,2018-10-22,2018-10-26
199,2018-10-23,2018-10-22,2018-10-26
200,2018-10-24,2018-10-22,2018-10-26
201,2018-10-25,2018-10-22,2018-10-26
202,2018-10-26,2018-10-22,2018-10-26
203,2018-10-29,2018-10-29,2018-11-02
204,2018-10-30,2018-10-29,2018-11-02
205,2018-10-31,2018-10-29,2018-11-02
206,2018-11-01,2018-10-29,2018-11-02
207,2018-11-02,2018-10-29,2018-11-02
208,2018-11-05,2018-11-05,2018-11-09
209,2018-11-06,2018-11-05,2018-11-09
210,2018-11-07,2018-11-05,2018-11-09
211,2018-11-09,2018-11-05,2018-11-09
212,2018-11-12,2018-11-12,2018-11-16
213,2018-11-13,2018-11-12,2018-11-16
214,2018-11-14,2018-11-12,2018-11-16
215,2018-11-15,2018-11-12,2018-11-16
216,2018-11-16,2018-11-12,2018-11-16
217,2018-11-19,2018-11-19,2018-11-22
218,2018-11-20,2018-11-19,2018-11-22
219,2018-11-21,2018-11-19,2018-11-22
220,2018-11-22,2018-11-19,2018-11-22
221,2018-11-26,2018-11-26,2018-11-30
222,2018-11-27,2018-11-26,2018-11-30
223,2018-11-28,2018-11-26,2018-11-30
224,2018-11-29,2018-11-26,2018-11-30
225,2018-11-30,2018-11-26,2018-11-30
226,2018-12-03,2018-12-03,2018-12-07
227,2018-12-04,2018-12-03,2018-12-07
228,2018-12-05,2018-12-03,2018-12-07
229,2018-12-06,2018-12-03,2018-12-07
230,2018-12-07,2018-12-03,2018-12-07
231,2018-12-10,2018-12-10,2018-12-14
232,2018-12-11,2018-12-10,2018-12-14
233,2018-12-12,2018-12-10,2018-12-14
234,2018-12-13,2018-12-10,2018-12-14
235,2018-12-14,2018-12-10,2018-12-14
236,2018-12-17,2018-12-17,2018-12-21
237,2018-12-18,2018-12-17,2018-12-21
238,2018-12-19,2018-12-17,2018-12-21
239,2018-12-20,2018-12-17,2018-12-21
240,2018-12-21,2018-12-17,2018-12-21
241,2018-12-24,2018-12-24,2018-12-28
242,2018-12-26,2018-12-24,2018-12-28
243,2018-12-27,2018-12-24,2018-12-28
244,2018-12-28,2018-12-24,2018-12-28
245,2018-12-31,2018-12-31,2019-01-04
246,2019-01-01,2018-12-31,2019-01-04
247,2019-01-02,2018-12-31,2019-01-04
248,2019-01-03,2018-12-31,2019-01-04
249,2019-01-04,2018-12-31,2019-01-04
250,2019-01-07,2019-01-07,2019-01-11
251,2019-01-08,2019-01-07,2019-01-11
252,2019-01-09,2019-01-07,2019-01-11
253,2019-01-10,2019-01-07,2019-01-11
254,2019-01-11,2019-01-07,2019-01-11
255,2019-01-14,2019-01-14,2019-01-18
256,2019-01-15,2019-01-14,2019-01-18
257,2019-01-16,2019-01-14,2019-01-18
258,2019-01-17,2019-01-14,2019-01-18
259,2019-01-18,2019-01-14,2019-01-18
260,2019-01-21,2019-01-21,2019-01-25
261,2019-01-22,2019-01-21,2019-01-25
262,2019-01-23,2019-01-21,2019-01-25
263,2019-01-24,2019-01-21,2019-01-25
264,2019-01-25,2019-01-21,2019-01-25
265,2019-01-28,2019-01-28,2019-02-01
266,2019-01-29,2019-01-28,2019-02-01
267,2019-01-30,2019-01-28,2019-02-01
268,2019-01-31,2019-01-28,2019-02-01
269,2019-02-01,2019-01-28,2019-02-01
270,2019-02-04,2019-02-04,2019-02-08
271,2019-02-05,2019-02-04,2019-02-08
272,2019-02-06,2019-02-04,2019-02-08
273,2019-02-07,2019-02-04,2019-02-08
274,2019-02-08,2019-02-04,2019-02-08
275,2019-02-11,2019-02-11,2019-02-15
276,2019-02-12,2019-02-11,2019-02-15
277,2019-02-13,2019-02-11,2019-02-15
278,2019-02-14,2019-02-11,2019-02-15
279,2019-02-15,2019-02-11,2019-02-15
280,2019-02-18,2019-02-18,2019-02-22
281,2019-02-19,2019-02-18,2019-02-22
282,2019-02-20,2019-02-18,2019-02-22
283,2019-02-21,2019-02-18,2019-02-22
284,2019-02-22,2019-02-18,2019-02-22
285,2019-02-25,2019-02-25,2019-03-01
286,2019-02-26,2019-02-25,2019-03-01
287,2019-02-27,2019-02-25,2019-03-01
288,2019-02-28,2019-02-25,2019-03-01
289,2019-03-01,2019-02-25,2019-03-01
290,2019-03-05,2019-03-04,2019-03-08
291,2019-03-06,2019-03-04,2019-03-08
292,2019-03-07,2019-03-04,2019-03-08
293,2019-03-08,2019-03-04,2019-03-08
294,2019-03-11,2019-03-11,2019-03-15
295,2019-03-12,2019-03-11,2019-03-15
296,2019-03-13,2019-03-11,2019-03-15
297,2019-03-14,2019-03-11,2019-03-15
298,2019-03-15,2019-03-11,2019-03-15
299,2019-03-18,2019-03-18,2019-03-22
300,2019-03-19,2019-03-18,2019-03-22
301,2019-03-20,2019-03-18,2019-03-22
302,2019-03-22,2019-03-18,2019-03-22
303,2019-03-25,2019-03-25,2019-03-29
304,2019-03-26,2019-03-25,2019-03-29
305,2019-03-27,2019-03-25,2019-03-29
306,2019-03-28,2019-03-25,2019-03-29
307,2019-03-29,2019-03-25,2019-03-29
308,2019-04-01,2019-04-01,2019-04-05
309,2019-04-02,2019-04-01,2019-04-05
310,2019-04-03,2019-04-01,2019-04-05
311,2019-04-04,2019-04-01,2019-04-05
312,2019-04-05,2019-04-01,2019-04-05
313,2019-04-08,2019-04-08,2019-04-12
314,2019-04-09,2019-04-08,2019-04-12
315,2019-04-10,2019-04-08,2019-04-12
316,2019-04-11,2019-04-08,2019-04-12
317,2019-04-12,2019-04-08,2019-04-12
318,2019-04-15,2019-04-15,2019-04-18
319,2019-04-16,2019-04-15,2019-04-18
320,2019-04-18,2019-04-15,2019-04-18
321,2019-04-22,2019-04-22,2019-04-26
322,2019-04-23,2019-04-22,2019-04-26
323,2019-04-24,2019-04-22,2019-04-26
324,2019-04-25,2019-04-22,2019-04-26
325,2019-04-26,2019-04-22,2019-04-26
326,2019-04-30,2019-04-29,2019-05-03
327,2019-05-02,2019-04-29,2019-05-03
328,2019-05-03,2019-04-29,2019-05-03
329,2019-05-06,2019-05-06,2019-05-10
330,2019-05-07,2019-05-06,2019-05-10
331,2019-05-08,2019-05-06,2019-05-10
332,2019-05-09,2019-05-06,2019-05-10
333,2019-05-10,2019-05-06,2019-05-10
334,2019-05-13,2019-05-13,2019-05-17
335,2019-05-14,2019-05-13,2019-05-17
336,2019-05-15,2019-05-13,2019-05-17
337,2019-05-16,2019-05-13,2019-05-17
338,2019-05-17,2019-05-13,2019-05-17
339,2019-05-20,2019-05-20,2019-05-24
340,2019-05-21,2019-05-20,2019-05-24
341,2019-05-22,2019-05-20,2019-05-24
342,2019-05-23,2019-05-20,2019-05-24
343,2019-05-24,2019-05-20,2019-05-24
344,2019-05-27,2019-05-27,2019-05-31
345,2019-05-28,2019-05-27,2019-05-31
346,2019-05-29,2019-05-27,2019-05-31
347,2019-05-30,2019-05-27,2019-05-31
348,2019-05-31,2019-05-27,2019-05-31
349,2019-06-03,2019-06-03,2019-06-07
350,2019-06-04,2019-06-03,2019-06-07
351,2019-06-06,2019-06-03,2019-06-07
352,2019-06-07,2019-06-03,2019-06-07
353,2019-06-10,2019-06-10,2019-06-14
354,2019-06-11,2019-06-10,2019-06-14
355,2019-06-12,2019-06-10,2019-06-14
356,2019-06-13,2019-06-10,2019-06-14
357,2019-06-14,2019-06-10,2019-06-14
358,2019-06-17,2019-06-17,2019-06-21
359,2019-06-18,2019-06-17,2019-06-21
360,2019-06-19,2019-06-17,2019-06-21
361,2019-06-20,2019-06-17,2019-06-21
362,2019-06-21,2019-06-17,2019-06-21
363,2019-06-24,2019-06-24,2019-06-28
364,2019-06-25,2019-06-24,2019-06-28
365,2019-06-26,2019-06-24,2019-06-28
366,2019-06-27,2019-06-24,2019-06-28
367,2019-06-28,2019-06-24,2019-06-28
368,2019-07-01,2019-07-01,2019-07-05
369,2019-07-02,2019-07-01,2019-07-05
370,2019-07-03,2019-07-01,2019-07-05
371,2019-07-04,2019-07-01,2019-07-05
372,2019-07-05,2019-07-01,2019-07-05
373,2019-07-08,2019-07-08,2019-07-12
374,2019-07-09,2019-07-08,2019-07-12
375,2019-07-10,2019-07-08,2019-07-12
376,2019-07-11,2019-07-08,2019-07-12
377,2019-07-12,2019-07-08,2019-07-12
378,2019-07-15,2019-07-15,2019-07-19
379,2019-07-16,2019-07-15,2019-07-19
380,2019-07-17,2019-07-15,2019-07-19
381,2019-07-18,2019-07-15,2019-07-19
382,2019-07-19,2019-07-15,2019-07-19
383,2019-07-22,2019-07-22,2019-07-26
384,2019-07-23,2019-07-22,2019-07-26
385,2019-07-24,2019-07-22,2019-07-26
386,2019-07-25,2019-07-22,2019-07-26
387,2019-07-26,2019-07-22,2019-07-26
388,2019-07-29,2019-07-29,2019-08-02
389,2019-07-30,2019-07-29,2019-08-02
390,2019-07-31,2019-07-29,2019-08-02
391,2019-08-01,2019-07-29,2019-08-02
392,2019-08-02,2019-07-29,2019-08-02
393,2019-08-05,2019-08-05,2019-08-09
394,2019-08-06,2019-08-05,2019-08-09
395,2019-08-07,2019-08-05,2019-08-09
396,2019-08-08,2019-08-05,2019-08-09
397,2019-08-09,2019-08-05,2019-08-09
398,2019-08-13,2019-08-12,2019-08-16
399,2019-08-14,2019-08-12,2019-08-16
400,2019-08-16,2019-08-12,2019-08-16
401,2019-08-19,2019-08-19,2019-08-23
402,2019-08-20,2019-08-19,2019-08-23
403,2019-08-21,2019-08-19,2019-08-23
404,2019-08-22,2019-08-19,2019-08-23
405,2019-08-23,2019-08-19,2019-08-23
406,2019-08-26,2019-08-26,2019-08-30
407,2019-08-27,2019-08-26,2019-08-30
408,2019-08-28,2019-08-26,2019-08-30
409,2019-08-29,2019-08-26,2019-08-30
410,2019-08-30,2019-08-26,2019-08-30
411,2019-09-03,2019-09-02,2019-09-06
412,2019-09-04,2019-09-02,2019-09-06
413,2019-09-05,2019-09-02,2019-09-06
414,2019-09-06,2019-09-02,2019-09-06
415,2019-09-09,2019-09-09,2019-09-13
416,2019-09-11,2019-09-09,2019-09-13
417,2019-09-12,2019-09-09,2019-09-13
418,2019-09-13,2019-09-09,2019-09-13
419,2019-09-16,2019-09-16,2019-09-20
420,2019-09-17,2019-09-16,2019-09-20
421,2019-09-18,2019-09-16,2019-09-20
422,2019-09-19,2019-09-16,2019-09-20
423,2019-09-20,2019-09-16,2019-09-20
424,2019-09-23,2019-09-23,2019-09-27
425,2019-09-24,2019-09-23,2019-09-27
426,2019-09-25,2019-09-23,2019-09-27
427,2019-09-26,2019-09-23,2019-09-27
428,2019-09-27,2019-09-23,2019-09-27
429,2019-09-30,2019-09-30,2019-10-04
430,2019-10-01,2019-09-30,2019-10-04
431,2019-10-03,2019-09-30,2019-10-04
432,2019-10-04,2019-09-30,2019-10-04
433,2019-10-07,2019-10-07,2019-10-11
434,2019-10-09,2019-10-07,2019-10-11
435,2019-10-10,2019-10-07,2019-10-11
436,2019-10-11,2019-10-07,2019-10-11
437,2019-10-14,2019-10-14,2019-10-18
438,2019-10-15,2019-10-14,2019-10-18
439,2019-10-16,2019-10-14,2019-10-18
440,2019-10-17,2019-10-14,2019-10-18
441,2019-10-18,2019-10-14,2019-10-18
442,2019-10-22,2019-10-21,2019-10-27
443,2019-10-23,2019-10-21,2019-10-27
444,2019-10-24,2019-10-21,2019-10-27
445,2019-10-25,2019-10-21,2019-10-27
446,2019-10-27,2019-10-21,2019-10-27
447,2019-10-29,2019-10-28,2019-11-01
448,2019-10-30,2019-10-28,2019-11-01
449,2019-10-31,2019-10-28,2019-11-01
450,2019-11-01,2019-10-28,2019-11-01
451,2019-11-04,2019-11-04,2019-11-08
452,2019-11-05,2019-11-04,2019-11-08
453,2019-11-06,2019-11-04,2019-11-08
454,2019-11-07,2019-11-04,2019-11-08
455,2019-11-08,2019-11-04,2019-11-08
456,2019-11-11,2019-11-11,2019-11-15
457,2019-11-13,2019-11-11,2019-11-15
458,2019-11-14,2019-11-11,2019-11-15
459,2019-11-15,2019-11-11,2019-11-15
460,2019-11-18,2019-11-18,2019-11-22
461,2019-11-19,2019-11-18,2019-11-22
462,2019-11-20,2019-11-18,2019-11-22
463,2019-11-21,2019-11-18,2019-11-22
464,2019-11-22,2019-11-18,2019-11-22
465,2019-11-25,2019-11-25,2019-11-29
466,2019-11-26,2019-11-25,2019-11-29
467,2019-11-27,2019-11-25,2019-11-29
468,2019-11-28,2019-11-25,2019-11-29
469,2019-11-29,2019-11-25,2019-11-29
470,2019-12-02,2019-12-02,2019-12-06
471,2019-12-03,2019-12-02,2019-12-06
472,2019-12-04,2019-12-02,2019-12-06
473,2019-12-05,2019-12-02,2019-12-06
474,2019-12-06,2019-12-02,2019-12-06
475,2019-12-09,2019-12-09,2019-12-13
476,2019-12-10,2019-12-09,2019-12-13
477,2019-12-11,2019-12-09,2019-12-13
478,2019-12-12,2019-12-09,2019-12-13
479,2019-12-13,2019-12-09,2019-12-13
480,2019-12-16,2019-12-16,2019-12-20
481,2019-12-17,2019-12-16,2019-12-20
482,2019-12-18,2019-12-16,2019-12-20
483,2019-12-19,2019-12-16,2019-12-20
484,2019-12-20,2019-12-16,2019-12-20
485,2019-12-23,2019-12-23,2019-12-27
486,2019-12-24,2019-12-23,2019-12-27
487,2019-12-26,2019-12-23,2019-12-27
488,2019-12-27,2019-12-23,2019-12-27
489,2019-12-30,2019-12-30,2020-01-03
490,2019-12-31,2019-12-30,2020-01-03
491,2020-01-01,2019-12-30,2020-01-03
492,2020-01-02,2019-12-30,2020-01-03
493,2020-01-03,2019-12-30,2020-01-03
494,2020-01-06,2020-01-06,2020-01-10
495,2020-01-07,2020-01-06,2020-01-10
496,2020-01-08,2020-01-06,2020-01-10
497,2020-01-09,2020-01-06,2020-01-10
498,2020-01-10,2020-01-06,2020-01-10
499,2020-01-13,2020-01-13,2020-01-17
500,2020-01-14,2020-01-13,2020-01-17
501,2020-01-15,2020-01-13,2020-01-17
502,2020-01-16,2020-01-13,2020-01-17
503,2020-01-17,2020-01-13,2020-01-17
504,2020-01-20,2020-01-20,2020-01-24
505,2020-01-21,2020-01-20,2020-01-24
506,2020-01-22,2020-01-20,2020-01-24
507,2020-01-23,2020-01-20,2020-01-24
508,2020-01-24,2020-01-20,2020-01-24
509,2020-01-27,2020-01-27,2020-02-01
510,2020-01-28,2020-01-27,2020-02-01
511,2020-01-29,2020-01-27,2020-02-01
512,2020-01-30,2020-01-27,2020-02-01
513,2020-01-31,2020-01-27,2020-02-01
514,2020-02-01,2020-01-27,2020-02-01
515,2020-02-03,2020-02-03,2020-02-07
516,2020-02-04,2020-02-03,2020-02-07
517,2020-02-05,2020-02-03,2020-02-07
518,2020-02-06,2020-02-03,2020-02-07
519,2020-02-07,2020-02-03,2020-02-07
520,2020-02-10,2020-02-10,2020-02-14
521,2020-02-11,2020-02-10,2020-02-14
522,2020-02-12,2020-02-10,2020-02-14
523,2020-02-13,2020-02-10,2020-02-14
